filename,duration
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__8.dat,4.267632999999478
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__2.dat,4.274934999999459
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__7.dat,4.306869000000006
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__15.dat,4.3076490000003105
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__1.dat,4.31384700000126
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__6.dat,4.316458000001148
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__11.dat,4.327980000000025
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__16.dat,4.329114000000118
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__9.dat,4.331129000000146
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__4.dat,4.341146000000663
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__3.dat,4.3445580000006885
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__14.dat,4.344916000000012
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__18.dat,4.356722000000445
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__17.dat,4.382465000000593
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__13.dat,4.403769000000466
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__5.dat,4.484426999999414
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__20.dat,4.493938999999955
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__10.dat,4.512069000000338
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__12.dat,4.528900999999678
ft.C.x__yeti-3__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sockorder__19.dat,4.590632999999798
