filename,duration
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__9.dat,4.80522099999871
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__14.dat,4.805430000000342
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__13.dat,4.847410999998829
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__7.dat,4.847532999998293
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__5.dat,4.8506280000001425
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__10.dat,4.858914999998888
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__8.dat,4.859593999999561
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__17.dat,4.889415999999983
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__2.dat,4.894179999999324
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__6.dat,4.905571000001146
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__20.dat,4.929863999999725
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__4.dat,4.945513999999093
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__15.dat,4.954858000000968
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__11.dat,4.983713000001444
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__16.dat,4.990814000000682
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__18.dat,5.000538000000233
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__19.dat,5.019823999999062
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__3.dat,5.045446000000084
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__12.dat,5.0895629999995435
sp.B.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-enabled-sequential__1.dat,5.101659999998446
