filename,duration,broken_wc_time
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__2.dat,14.691968000000088,0.036387
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__7.dat,14.786239999999452,0.008816
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__12.dat,14.796382000000449,0.008713
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__3.dat,14.797544000000016,0.044691
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__9.dat,14.809398999999758,0.000586
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__11.dat,14.820276999999805,0.004449
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__15.dat,14.82618999999977,0.009262
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__8.dat,14.841196999999738,0.016576
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__18.dat,14.861460999999508,0.05755
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__17.dat,14.87601100000029,0.004268
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__10.dat,14.876092999999855,0.093098
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__6.dat,14.88052499999958,0.00041
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__4.dat,14.914923000000272,0.000509
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__14.dat,14.916949000000386,0.089395
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__13.dat,14.9178009999996,0.136621
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__5.dat,14.91878700000052,0.099711
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__19.dat,14.927236999999877,0.079248
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__20.dat,14.962492999999995,0.111705
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__16.dat,14.992514999999912,0.000583
ua.C.x__yeti-1__v6.8.0-rc3__performance__2024-03-11__nb-disabled-sockets__1.dat,15.025618000000577,0.096848
