filename,duration
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__3.dat,5.182416999999987
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__13.dat,5.202549000000545
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__8.dat,5.219971999999871
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__17.dat,5.223482000000331
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__10.dat,5.226329000000078
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__18.dat,5.231426999999712
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__9.dat,5.2349569999996675
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__15.dat,5.248646000000008
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__6.dat,5.257086999999956
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__12.dat,5.260038999999779
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__4.dat,5.2670710000002146
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__14.dat,5.276834999999664
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__2.dat,5.279580000000351
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__1.dat,5.300236000000041
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__11.dat,5.301468999999997
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__16.dat,5.303895000000011
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__20.dat,5.323231999999734
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__7.dat,5.349271000000044
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__19.dat,5.3660799999997835
sp.B.x__dahu-13__v6.8.0-rc3__performance__2024-03-09__nb-disabled-sockets__5.dat,5.386720000000423
