filename,duration
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__1.dat,32.883654000001115
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__3.dat,33.076726000001145
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__4.dat,33.081435000000056
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__2.dat,33.23864500000127
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__7.dat,33.38723299999947
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__6.dat,33.441719999998895
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__16.dat,33.47540099999969
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__5.dat,33.47973400000046
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__9.dat,33.48212499999863
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__17.dat,33.49569999999949
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__11.dat,33.51765399999931
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__8.dat,33.52940899999885
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__12.dat,33.554104000000734
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__14.dat,33.56508099999883
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__18.dat,33.57034500000009
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__20.dat,33.59985300000153
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__15.dat,33.60223500000029
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__19.dat,33.63503200000014
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__10.dat,33.68939099999989
bt.C.x__dahu-15__v6.8.0-rc3__performance__2024-03-08__nb-disabled-none__13.dat,33.90875899999992
