filename,duration
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__244.dat,0.10361600000032922
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__119.dat,0.10363800000050105
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__92.dat,0.10414999999920838
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__163.dat,0.10452799999620765
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__81.dat,0.10475299999961862
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__61.dat,0.1047919999982696
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__52.dat,0.10526799999934155
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__129.dat,0.10534100000222679
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__191.dat,0.10544800000207033
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__280.dat,0.10564000000158558
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__59.dat,0.10570100000040838
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__116.dat,0.10570300000108546
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__164.dat,0.10578800000075717
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__231.dat,0.10606299999926705
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__272.dat,0.10610199999791803
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__121.dat,0.10621700000046985
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__200.dat,0.10629699999844888
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__156.dat,0.10683900000003632
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__143.dat,0.10691000000224449
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__10.dat,0.10698599999886937
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__291.dat,0.10703099999955157
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__261.dat,0.10714000000007218
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__135.dat,0.10715400000481168
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__73.dat,0.10718500000075437
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__211.dat,0.10721400000329595
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__229.dat,0.10724900000059279
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__253.dat,0.10729199999332195
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__206.dat,0.10742400000162888
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__167.dat,0.10744100000010803
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__249.dat,0.10745599999791011
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__29.dat,0.10745999999926426
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__177.dat,0.1075249999994412
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__266.dat,0.10764700000436278
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__239.dat,0.10769100000470644
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__57.dat,0.10770300000149291
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__127.dat,0.10772800000268035
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__64.dat,0.10773999999946682
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__221.dat,0.1078029999989667
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__243.dat,0.1078059999999823
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__14.dat,0.1078269999998156
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__283.dat,0.10791500000050291
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__264.dat,0.10792000000219559
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__184.dat,0.10795900000084657
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__100.dat,0.10802999999577878
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__169.dat,0.10806099999899743
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__114.dat,0.10806800000136718
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__269.dat,0.10808899999392452
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__251.dat,0.1082170000008773
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__171.dat,0.10824700000375742
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__131.dat,0.10824799999682
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__205.dat,0.10825499999918975
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__282.dat,0.10825900000054389
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__12.dat,0.10826600000291364
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__230.dat,0.10831400000461144
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__65.dat,0.10838800000055926
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__242.dat,0.10841500000242377
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__78.dat,0.10842400000547059
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__255.dat,0.10848200000327779
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__25.dat,0.10849099999904865
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__141.dat,0.10852399999566842
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__145.dat,0.10863599999720464
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__112.dat,0.1086700000014389
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__203.dat,0.10868099999788683
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__98.dat,0.10871500000212109
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__217.dat,0.10872000000381377
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__207.dat,0.10872899999958463
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__50.dat,0.10878499999671476
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__34.dat,0.10879100000602193
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__182.dat,0.10879999999451684
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__103.dat,0.10881700000027195
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__84.dat,0.10881900000094902
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__39.dat,0.10884199999418342
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__47.dat,0.10885299999790732
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__75.dat,0.10886000000027707
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__4.dat,0.10886500000196975
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__83.dat,0.10887699999875622
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__245.dat,0.10897599999589147
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__7.dat,0.10900199999741744
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__190.dat,0.10901100000046426
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__241.dat,0.10903700000199024
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__148.dat,0.1090909999984433
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__101.dat,0.10909199999878183
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__144.dat,0.10910899999726098
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__137.dat,0.10911199999827659
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__9.dat,0.1091390000001411
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__22.dat,0.10914699999557342
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__80.dat,0.10915499999828171
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__66.dat,0.10915500000555767
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__94.dat,0.10916300000099
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__68.dat,0.10920600000099512
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__289.dat,0.1092239999998128
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__85.dat,0.10929200000100536
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__180.dat,0.10935800000152085
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__138.dat,0.10938599999644794
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__213.dat,0.10939499999949476
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__298.dat,0.10951399999612477
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__124.dat,0.10955399999511428
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__209.dat,0.10959499999444233
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__6.dat,0.10962799999833805
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__168.dat,0.10975699999835342
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__45.dat,0.10980799999379087
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__117.dat,0.10983000000123866
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__233.dat,0.10983700000360841
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__238.dat,0.10989300000073854
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__262.dat,0.10990000000310829
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__28.dat,0.10990200000378536
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__88.dat,0.10991599999397295
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__126.dat,0.10991999999532709
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__155.dat,0.10992899999837391
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__32.dat,0.10999399999855086
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__79.dat,0.11001400000532158
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__218.dat,0.11006600000109756
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__235.dat,0.11008099999889964
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__21.dat,0.11010299999907147
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__278.dat,0.11010300000634743
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__3.dat,0.11015700000280049
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__183.dat,0.1101829999970505
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__23.dat,0.1102549999995972
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__212.dat,0.11029100000450853
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__265.dat,0.11032500000146683
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__70.dat,0.11035399999673245
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__13.dat,0.11040700000012293
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__295.dat,0.11046199999691453
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__8.dat,0.11046499999793014
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__33.dat,0.1104780000023311
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__118.dat,0.11053099999844562
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__136.dat,0.11057000000437256
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__60.dat,0.11057900000014342
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__161.dat,0.11058000000048196
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__150.dat,0.11064800000167452
cg.A.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-none__51.dat,0.11065999999846099
