filename,duration
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__57.dat,2.5041199999977835
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__154.dat,2.564979000002495
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__71.dat,2.568325999993249
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__13.dat,2.5694300000031944
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__2.dat,2.5726230000000214
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__49.dat,2.573808999994071
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__104.dat,2.578021000001172
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__111.dat,2.5796960000006948
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__170.dat,2.5809319999971194
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__40.dat,2.582114000004367
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__73.dat,2.583785999995598
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__89.dat,2.585620999998355
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__94.dat,2.5856240000066464
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__140.dat,2.585874000003969
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__177.dat,2.586016999994172
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__34.dat,2.589466999997967
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__43.dat,2.589867000002414
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__29.dat,2.5914279999997234
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__144.dat,2.5924600000071223
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__130.dat,2.5925760000027367
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__133.dat,2.5943649999971967
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__10.dat,2.5958670000036363
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__172.dat,2.5958800000007614
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__189.dat,2.5962880000006407
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__97.dat,2.596316000002844
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__162.dat,2.59813099999883
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__93.dat,2.5982399999993504
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__20.dat,2.60016600000381
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__179.dat,2.600207000003138
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__188.dat,2.601024999996298
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__96.dat,2.6015079999997397
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__69.dat,2.606370000001334
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__123.dat,2.60639199999423
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__84.dat,2.6065990000060992
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__151.dat,2.6075239999991027
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__86.dat,2.6091989999986254
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__64.dat,2.6100940000033006
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__106.dat,2.610524000003352
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__112.dat,2.61104900000646
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__158.dat,2.611334999994142
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__75.dat,2.612781999996514
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__126.dat,2.6129060000021127
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__186.dat,2.6141800000041258
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__4.dat,2.6146279999957187
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__124.dat,2.6179679999986547
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__128.dat,2.6187019999997574
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__127.dat,2.622251000000688
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__17.dat,2.6223660000032396
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__79.dat,2.6227799999978743
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__90.dat,2.6232270000036806
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__53.dat,2.6236299999945913
cg.B.x__dahu-22__v6.8.0-rc3__performance__2024-04-26__nb-disabled-sequential__55.dat,2.624019999995653
